,Loss,Accuracy,TP,TN,FP,FN
0,0.5262187797657765,0.7445255517959595,433.0,21142.0,7382.0,115.0
1,0.5466203532949852,0.7554744482040405,456.0,19825.0,8699.0,92.0
2,0.5147690579403926,0.7481752038002014,457.0,20152.0,8372.0,91.0
3,0.5494672555993073,0.7591241002082825,453.0,20452.0,8072.0,95.0
4,0.46835961220038197,0.7846715450286865,464.0,19462.0,9062.0,84.0
5,0.4759748808658906,0.7591241002082825,458.0,19622.0,8902.0,90.0
6,0.49460771658124714,0.7700729966163635,446.0,20256.0,8268.0,102.0
7,0.49363165528234776,0.7627737522125244,457.0,19788.0,8736.0,91.0
8,0.49062172035231205,0.7919707894325256,461.0,19505.0,9019.0,87.0
9,0.48221196288610024,0.7700729966163635,442.0,20835.0,7689.0,106.0
10,0.5059933501438503,0.7700729966163635,460.0,19536.0,8988.0,88.0
11,0.5386992257876988,0.7591241002082825,448.0,20391.0,8133.0,100.0
12,0.46281758037796855,0.7554744482040405,439.0,20879.0,7645.0,109.0
13,0.46772735136268784,0.8102189898490906,452.0,20277.0,8247.0,96.0
14,0.5018376803746188,0.7481752038002014,437.0,20521.0,8003.0,111.0
15,0.5005011497622859,0.7481752038002014,441.0,20116.0,8408.0,107.0
16,0.4710717655881478,0.7846715450286865,433.0,20955.0,7569.0,115.0
17,0.48693617895571856,0.7664233446121216,423.0,21534.0,6990.0,125.0
18,0.4741881650729771,0.7664233446121216,442.0,20422.0,8102.0,106.0
19,0.5476141306605652,0.7262773513793945,460.0,18747.0,9777.0,88.0
