,Loss,Accuracy,TP,TN,FP,FN
0,0.11238595513789738,0.9713840484619141,1.0,28523.0,1.0,547.0
1,0.1112234476552716,0.970994770526886,0.0,28519.0,5.0,548.0
2,0.10802155162820748,0.9711894392967224,3.0,28515.0,9.0,545.0
3,0.10621095101657442,0.9713840484619141,0.0,28524.0,0.0,548.0
4,0.1156932493986869,0.9711894392967224,0.0,28523.0,1.0,548.0
5,0.1099560908278487,0.9713840484619141,0.0,28524.0,0.0,548.0
6,0.10920884147654811,0.9711894392967224,1.0,28516.0,8.0,547.0
7,0.11119862650070576,0.9713840484619141,1.0,28522.0,2.0,547.0
8,0.11182342809950398,0.9713840484619141,0.0,28524.0,0.0,548.0
9,0.11071203638311256,0.9713840484619141,0.0,28524.0,0.0,548.0
10,0.11155592402015792,0.9713840484619141,0.0,28524.0,0.0,548.0
11,0.10836955362520075,0.970994770526886,3.0,28515.0,9.0,545.0
12,0.10900389599920782,0.9713840484619141,0.0,28524.0,0.0,548.0
13,0.11021622254826667,0.9713840484619141,0.0,28524.0,0.0,548.0
14,0.10800131347849139,0.9713840484619141,0.0,28524.0,0.0,548.0
15,0.11168620728009959,0.9713840484619141,2.0,28523.0,1.0,546.0
16,0.10933479940540855,0.9713840484619141,0.0,28524.0,0.0,548.0
17,0.11081968545797666,0.9713840484619141,0.0,28524.0,0.0,548.0
18,0.10372097611845016,0.9713840484619141,0.0,28524.0,0.0,548.0
19,0.11198202024435333,0.9713840484619141,0.0,28524.0,0.0,548.0
