,Loss,Accuracy,TP,TN,FP,FN
0,1.1033502034027212,0.7335766553878784,488.0,17505.0,11019.0,60.0
1,1.4671770595286013,0.7299270033836365,493.0,18485.0,10039.0,55.0
2,1.1428383284241614,0.7591241002082825,454.0,20199.0,8325.0,94.0
3,1.863511449229108,0.6861313581466675,474.0,18544.0,9980.0,74.0
4,2.563121583339942,0.6167883276939392,494.0,16478.0,12046.0,54.0
5,1.701326760932477,0.6970803141593933,494.0,17004.0,11520.0,54.0
6,1.7400460782712392,0.6350364685058594,497.0,17411.0,11113.0,51.0
7,1.8288882979511345,0.6496350169181824,489.0,17744.0,10780.0,59.0
8,2.1367705512220843,0.6642335653305054,431.0,21237.0,7287.0,117.0
9,1.7677086463374814,0.6897810101509094,487.0,17284.0,11240.0,61.0
10,1.3155419526308993,0.7189781069755554,471.0,19682.0,8842.0,77.0
11,1.2043693922731997,0.6824817657470703,486.0,18264.0,10260.0,62.0
12,1.6324734983653049,0.6642335653305054,478.0,17854.0,10670.0,70.0
13,1.7501168886240381,0.6751824617385864,460.0,18909.0,9615.0,88.0
14,1.3128895942312087,0.6788321137428284,484.0,18494.0,10030.0,64.0
15,1.1784633632994046,0.6861313581466675,440.0,20406.0,8118.0,108.0
16,1.5760903706515792,0.6715328693389893,450.0,20607.0,7917.0,98.0
17,1.667618304273508,0.7007299065589905,449.0,20042.0,8482.0,99.0
18,1.6080340477671937,0.6824817657470703,431.0,19910.0,8614.0,117.0
19,1.6382675049078725,0.6788321137428284,491.0,17805.0,10719.0,57.0
