,Loss,Accuracy,TP,TN,FP,FN
0,0.11109902375700967,0.9713840484619141,0.0,28524.0,0.0,548.0
1,0.1196804809876632,0.9708001017570496,19.0,28514.0,10.0,529.0
2,0.10899806842396458,0.9700214266777039,10.0,28497.0,27.0,538.0
3,0.11357981510749002,0.9704107642173767,14.0,28496.0,28.0,534.0
4,0.1208606859067546,0.9713840484619141,0.0,28524.0,0.0,548.0
5,0.11912174204664285,0.9713840484619141,0.0,28524.0,0.0,548.0
6,0.11047417285123502,0.9713840484619141,0.0,28524.0,0.0,548.0
7,0.11311067912001681,0.9713840484619141,0.0,28524.0,0.0,548.0
8,0.11025080387059041,0.9713840484619141,0.0,28524.0,0.0,548.0
9,0.11542442997350799,0.9713840484619141,0.0,28524.0,0.0,548.0
10,0.11767580953813003,0.9708001017570496,14.0,28510.0,14.0,534.0
11,0.1130768171724977,0.9702160954475403,22.0,28484.0,40.0,526.0
12,0.1180709679349053,0.970994770526886,9.0,28509.0,15.0,539.0
13,0.12491115976428856,0.9715787172317505,4.0,28518.0,6.0,544.0
14,0.11285541654329298,0.9713840484619141,0.0,28524.0,0.0,548.0
15,0.1123801650751744,0.9698267579078674,14.0,28497.0,27.0,534.0
16,0.11574197656128549,0.9708001017570496,5.0,28517.0,7.0,543.0
17,0.11029888924188783,0.9713840484619141,1.0,28523.0,1.0,547.0
18,0.11668196735341238,0.9713840484619141,1.0,28522.0,2.0,547.0
19,0.11647698127135057,0.9713840484619141,0.0,28521.0,3.0,548.0
