,Loss,Accuracy,TP,TN,FP,FN
0,0.5038046771592467,0.7773722410202026,469.0,19563.0,8961.0,79.0
1,0.5611339446401944,0.7445255517959595,461.0,19071.0,9453.0,87.0
2,0.5743057510278521,0.7518247961997986,448.0,20169.0,8355.0,100.0
3,0.5793892810814572,0.7627737522125244,440.0,20831.0,7693.0,108.0
4,0.5440785980572665,0.7445255517959595,463.0,19857.0,8667.0,85.0
5,0.5265353398166434,0.7627737522125244,402.0,22383.0,6141.0,146.0
6,0.69673281603486,0.7591241002082825,452.0,20376.0,8148.0,96.0
7,0.5480130062486134,0.7335766553878784,486.0,18204.0,10320.0,62.0
8,0.5251745951436732,0.7664233446121216,458.0,20164.0,8360.0,90.0
9,0.6045011664829115,0.7153284549713135,444.0,19785.0,8739.0,104.0
10,0.5970300501280458,0.7226277589797974,497.0,16943.0,11581.0,51.0
11,0.5866121245126654,0.7408758997917175,416.0,21755.0,6769.0,132.0
12,0.46658892396592744,0.8065693378448486,483.0,18563.0,9961.0,65.0
13,0.5326296869855728,0.7700729966163635,464.0,19859.0,8665.0,84.0
14,0.5704227490146665,0.7554744482040405,467.0,19691.0,8833.0,81.0
15,0.5442039446674124,0.7883211970329285,450.0,20168.0,8356.0,98.0
16,0.6387463379515349,0.7043795585632324,444.0,19862.0,8662.0,104.0
17,0.5708641279352843,0.7627737522125244,456.0,20186.0,8338.0,92.0
18,0.5475045929860024,0.7700729966163635,458.0,19845.0,8679.0,90.0
19,0.5408555049530781,0.7226277589797974,447.0,19985.0,8539.0,101.0
